date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"April 06, 1935",15:20,KLM Royal Dutch Airlines,-,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,0,Crashed after the pilot tried to maintain visual contact with the ground in heavy fog.,Brilon, Germany,Commercial,7.0,3.0,4.0,7.0,3.0,4.0,weather
"May 01, 1935",00:00,Varney Air Lines,-,-,Lockheed Vega,NC891E,-,0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed.",Near Walsenberg, Colorado,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,engine failure
"May 06, 1935",03:30,Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.",Atlanta, Missouri,Commercial,14.0,12.0,2.0,5.0,3.0,2.0,weather
"May 18, 1935",18:35,Knowles Flying Service of Detroit,-,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.",Flint, Michigan,Commercial,12.0,11.0,1.0,3.0,2.0,1.0,unknown
"May 18, 1935",00:45,Gor'ky Eskadril'ya,-,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,-,2,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5",Near Moscow, Russia,Commercial,50.0,37.0,13.0,50.0,37.0,13.0,unknown
"May 27, 1935",00:00,Wyoming Air Service,-,-,Boeing 221,NC725W,-,0,-,Glendo, Wyoming,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"May 28, 1935",00:00,Chicago and Southern Airlines,-,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,-,0,Crashed into the ground on a farm at high speed.,Maywood, Illinois,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,unknown
"May 29, 1935",00:00,-,-,-,-,-,-,0,Crashed into the Ulua River.,San Barbra, Honduras,Commercial,9.0,,,6.0,,,unknown
"June 24, 1935",14:36,Servicio Aereo Columbiano / SCADTA,-,-,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed.",Medellin, Colombia,Commercial,20.0,18.0,2.0,17.0,15.0,2.0,unknown
"July 14, 1935",09:40,KLM Royal Dutch Airlines,-,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,0,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.,Amsterdam, Netherlands,Commercial,20.0,15.0,5.0,6.0,2.0,4.0,engine failure
"July 19, 1935",14:20,Wedell-Williams Air Service Corporation,-,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,-,0,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.,Off Chandeleur Island, Mississippi,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,unknown
"July 20, 1935",12:30,KLM Royal Dutch Airlines,-,"Milan, Italy - Amsterdam",Douglas DC-2,PH-AKG,1335,0,Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end.,Pian Giacomo, Switzerland,Commercial,13.0,9.0,4.0,13.0,9.0,4.0,unknown
"August 13, 1935",00:00,China National Aviation Corporation,-,-,Sikorsky S-38B,NV40V,-,-,Destoryed in a storm.,Hangow, China,Commercial,,,,,,,weather
"August 14, 1935",23:45,Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.,Near Gilmer, Texas,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,engine failure
"August 15, 1935",20:08,Aero Mayflower Transit Co,-,Helena - Denver,"Waco, model YLC",NC14140,-,0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.",Near Glendo, Wyoming,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,weather
"August 15, 1935",20:18,Private,-,-,Lockheed Orion 9E Explorer float plane,NR12283,195,0,"Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.",Walakpa near Point Barrow ,Alaska,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,weather
"September 01, 1935",23:00,Western Air Express,-,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,-,0,Lost altitude and hit power lines after developing engine trouble after taking off.,Burbank, California,Commercial,3.0,0.0,3.0,3.0,0.0,3.0,engine failure
"September 13, 1935",09:00,Panama Airways,-,Panama City - David,Ford Tri-Motor,-,-,0,Crashed and burned in mountainous terrain due to adverse weather conditions.,Near Tambo, Panama,Commercial,8.0,7.0,1.0,8.0,7.0,1.0,weather
"October 02, 1935",00:00,Holyman Airways,-,Melbourne - Sydney,de Havilland DH-86,VH-URT,2312,0,Crashed in the Bass Strait. Went in to an uncontrollable spin following an engine failure.,Off Finders Island Victoria ,Australia,Commercial,5.0,3.0,2.0,5.0,3.0,2.0,engine failure
"October 07, 1935",02:19,United Air Lines,4,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,0,"While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.",Near Cheyenne, Wyoming,Commercial,12.0,9.0,3.0,12.0,9.0,3.0,engine failure
"October 09, 1935",00:00,Aero O-Y,-,-,Junkers F-13,OH-ALI,2033,0,Crashed into the sea in the fog.,Gulf of Finland,-,Commercial,6.0,,,6.0,,,weather
"October 21, 1935",00:00,Chamberlin Flying Service,-,-,Curtiss AT-32C Condor,NC725K,-,0,The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.,Troy, New York,Commercial,6.0,4.0,2.0,1.0,0.0,1.0,engine failure
"October 30, 1935",19:40,United Air Lines,-,Test flight,Boeing B-247-D,NC13323,1704,0,Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.,Cheyenne, Wyoming,Commercial,4.0,0.0,4.0,4.0,0.0,4.0,weather
"November 02, 1935",00:00,Air France,-,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,0,The postal plane crashed at Atalaya Beach.,Off Nhambupe, Brazil,Commercial,4.0,,,4.0,,,unknown
"November 09, 1935",04:40,Braniff Airlines,-,Dallas - Waco,Lockheed Vega,NC980Y,-,0,Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.,Near Fort Worth, Texas,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"November 09, 1935",00:00,TACA,-,-,Ford Tri-Motor,-,-,0,-,Near Juticalpa, Honduras,Commercial,14.0,,,14.0,,,unknown
"November 11, 1935",00:00,Air France,-,-,Latecoere 28,F-AJPB,-,0,-,Istres, France,Commercial,3.0,,,3.0,,,unknown
"December 04, 1935",00:00,Air Bleu,-,-,Caudron C-630 Simoun,F-ANRK,-,0,-,Tours, France,Commercial,2.0,,,1.0,,,unknown
"December 10, 1935",00:00,Sabena,-,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,0,Crashed to the ground after crossing the English Channel in rain and gale force winds.,Croydon, England,Commercial,11.0,7.0,4.0,11.0,7.0,4.0,unknown
"December 24, 1935",00:00,Deutsche Lufthansa,-,-,Heinkel He-70,D-UVOR,915,0,Pilot error.,Breslau, Germany,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,unknown
"December 31, 1935",17:20,Imperial Airways,-,Mirabella - Alexandria,Short Calcutta,G-AASJ,S-752,0,"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum.""",Off Alexandria, Egypt,Commercial,13.0,9.0,4.0,12.0,9.0,3.0,unknown
"January 14, 1936",19:32,American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls.",Goodwin, Arkansas,Commercial,17.0,14.0,3.0,17.0,14.0,3.0,unknown
"January 17, 1936",00:00,Lloyd Aereo Boliviano,-,Cochabamba - La Paz,Junkers JU-52,-,4018,0,"Crashed in the Tapacari swamps, 23 miles from Chochabanba.",Near Cordillera, Boliva,Commercial,13.0,10.0,3.0,13.0,10.0,3.0,unknown
"January 21, 1936",10:00,Air France,-,Marseille - Tunis,CAMS 53,F-AJIR,19,0,Vanished off the coast of Corsica after sending a distress call that the engine had failed.,Off Ajaccio Corsica ,France,Commercial,6.0,3.0,3.0,6.0,3.0,3.0,engine failure
"January 29, 1936",00:00,American Airlines,-,"Chicago, IL - Oklahoma City, OK",Vultee V-1,NC13767,05,0,Crashed into a clump of trees while attempting a landing in a snowstorm.,Denton, Texas,Commercial,6.0,5.0,1.0,1.0,0.0,1.0,weather
"February 10, 1936",00:00,Air France,-,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),F-ANLE,-,0,Crashed in the sea during a storm.,Atlantic Ocean,-,Commercial,6.0,1.0,5.0,6.0,1.0,5.0,weather
"February 15, 1936",00:00,Deutsche Lufthansa,-,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,D-ADYS,229,0,The mail plane disappeared while en route.,South Atlantic Ocean,-,Commercial,4.0,0.0,4.0,4.0,0.0,4.0,unknown
"March 05, 1936",00:00,China National Aviation Corporation,-,-,Ford 5-AT-D Tri-Motor,-,-,0,Crash landed in mountains during a snowstorm.,Near Tengya, China,Commercial,6.0,3.0,3.0,0.0,0.0,0.0,weather
"March 26, 1936",11:00,Compania de Mexico,-,Mexico - Guatemala,Ford 5-AT-B Tri Motor,X-ABCO,5-AT-115,0,Crashed into mountains and caught fire.  The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground.,Amemeca, Mexico,Commercial,14.0,12.0,2.0,14.0,12.0,2.0,unknown
"April 01, 1936",19:10,American Airlines,-,"Newwark, N.J. - Buffalo, NY",Stinson Model A,NC15152,-,0,The mail plane explosion in mid-air before crashing to the ground in a snowstorm.,Pavillon, New York,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,weather
"April 07, 1936",10:20,Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.",Uniontown, Pennsylvania,Commercial,15.0,14.0,1.0,13.0,12.0,1.0,weather
"April 11, 1936",05:20,Pan American Airways,-,Miami - Rio de Janeiro,Sikorsky S-42A,NC1537,-,0,"Crashed  while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and  pianist.",Port of Spain, Trinidad,Commercial,25.0,18.0,7.0,3.0,3.0,0.0,landing or taking off
"April 15, 1936",00:00,Avio Linee Italiane,-,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,0,"Crashed on the slopes of Mount Basso, 20 miles from Turin.",Near Turin, Italy,Commercial,7.0,4.0,3.0,7.0,4.0,3.0,unknown
"April 17, 1936",00:00,Deutsche Lufthansa,-,-,Junkers JU-52,D-ASOR,-,0,-,Switzerland,-,Commercial,5.0,,,3.0,,,unknown
"April 21, 1936",00:00,Sabena,-,-,Fokker F-VII,OO-AIF,-,0,-,Senlis, France,Commercial,2.0,,,2.0,,,unknown
"April 30, 1936",00:00,Swissair,-,-,General Aviation GA-43,HB-ITU,-,0,-,Basel, Switzerland,Commercial,2.0,,,2.0,,,unknown
"May 16, 1936",00:00,Holyman Airways,-,-,De Havilland DH-60,VH-UII,-,0,-,Mount Waverley, Australia,Commercial,2.0,,,2.0,,,unknown
"June 09, 1936",00:00,A B Aerotransport,-,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,-,0,All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.,Malmo, Sweden,Commercial,15.0,11.0,4.0,1.0,1.0,0.0,landing or taking off
"June 13, 1936",00:00,Deutsche Lufthansa,-,-,Junkers JU-160,D-UPYM,4211,0,Engine failure.,Hannover, Germany,Commercial,6.0,4.0,2.0,1.0,1.0,0.0,engine failure
"June 16, 1936",07:00,Den Norske Luftfartskole,-,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,0,Crashed into the side of a mountain in fog.,Mt. Lihesten, Norway,Commercial,7.0,3.0,4.0,7.0,3.0,4.0,weather
"July 31, 1936",19:30,Guernsey Airways,-,Guernsey - Jersey,Saro Cloud,G-ABXW,A-19/4,0,Crashed into the sea. Possible loss of all engines necessitating a ditching at sea.,Off Channel Islands, Jersey,Commercial,7.0,6.0,1.0,7.0,6.0,1.0,engine failure
"August 02, 1936",06:00,Air France,-,-,Wibault 280,F-ANBL,-,0,The mail plane crashed into mountains 50 miles from Toulouse in fog.,Mazamet, France,Commercial,3.0,0.0,3.0,3.0,0.0,3.0,weather
"August 03, 1936",00:00,Mexicana,-,-,Lockheed Orion,XA-BAY,-,0,-,Mexico,-,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"August 05, 1936",22:00,Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,1057,0,"Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground.",St. Louis, Missouri,Commercial,8.0,6.0,2.0,8.0,6.0,2.0,low altitude
"August 06, 1936",00:00,SCADTA,-,-,Junkers F-13,C-40,-,0,-,Choco, Colombia,Commercial,2.0,,,2.0,,,unknown
"August 12, 1936",00:00,British Airways,-,-,De Havilland DH-86,G-ADEB,-,0,-,Altenkirchen, Germany,Commercial,2.0,,,2.0,,,unknown
"August 22, 1936",00:00,Imperial Airways,-,-,Short Kent,G-ABFA,-,0,-,Mirabella, Greece,Commercial,11.0,,,2.0,,,unknown
"September 05, 1936",22:00,Pittsburgh Skyways Inc.,-,Sightseeing,Stinson SM 6000B,NC117S,-,0,Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe.,Near Pittsburgh, Pennsylvania,Commercial,11.0,10.0,1.0,10.0,9.0,1.0,engine failure
"September 25, 1936",00:00,Imperial Airways,-,-,Boulton and Paul P-71,G-ACOX,-,0,-,English Channel,-,Commercial,2.0,,,2.0,,,unknown
"September 28, 1936",00:00,Ala Littoria SA,-,"Addis Ababa, Ethiopia - Rome, Italy",Cant Z-506 (float plane),I-RODI,-,0,Suffered engine failue on the approach and struck the mast of a ship.,Benghazi, Libya,Commercial,10.0,,,9.0,,,engine failure
"September 28, 1936",00:00,Varney Air Lines,-,"El Paso, TX - Pueblo, CO",Lockheed Vega,NC176W,-,0,Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.,Walsenberg, Colorado,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,weather
"September 29, 1936",00:00,Blue Bird Air Service,-,-,Lockheed Vega 5C,NC959Y,170,0,"A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing.",Napierville, Illinois,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,engine failure
"October 06, 1936",00:00,Mexicana,-,-,Lockheed Orion,XA-BDH,-,0,-,Mexico,-,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"October 09, 1936",00:00,North Sea Aerial and General Transport,-,-,Blackburn B-2,G-ABWI,-,0,-,-,-,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"November 01, 1936",15:00,Deutsche Lufthansa,-,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,0,Caught fire as the airliner struck the side of a hill. The pilot may have lost his way in heavy fog.,Near Tabarz, Germany,Commercial,15.0,11.0,4.0,11.0,7.0,4.0,weather
"November 17, 1936",00:00,Deutsche Lufthansa,-,-,Junkers JU-52/3m,D-ASUI,5498,0,Pilot error.,Nurnberg, Germany,Commercial,16.0,13.0,3.0,4.0,3.0,1.0,unknown
"November 19, 1936",00:00,British Airways,-,-,Fokker F-XII,G-AEOT,-,0,-,London, England,Commercial,4.0,,,2.0,,,unknown
"December 04, 1936",00:00,Deutsche Lufthansa,-,-,Junkers JU-52/3m,D-ASIH,5078,0,Crashed into the French Alps  in high winds.,Near Grenoble, France,Commercial,6.0,3.0,3.0,6.0,3.0,3.0,unknown
"December 06, 1936",00:00,Deruluft,-,-,Antonov AN-9,CCCP-D311,-,0,Pilot error.,Near Moscow,-,Commercial,14.0,12.0,2.0,9.0,7.0,2.0,unknown
"December 07, 1936",10:47,Air France,-,-,Latécoère 300,F-AKGF,1,0,"Aviator Jean Mermoz killed. The last message from the aviator was ""we have switched off the rear engine."" The plane and crew of four were never found.",Off Dakar, French West Africa,Commercial,5.0,1.0,4.0,5.0,1.0,4.0,engine failure
"December 09, 1936",10:30,KLM Royal Dutch Airlines,-,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cierva killed. Pilot error. Piilot did not maintain directional control of the aircraft and abort the takeoff,Croydon, England,Commercial,17.0,13.0,4.0,15.0,13.0,2.0,weather
"December 15, 1936",03:14,Western Air Express,6,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,0,Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local static condition which rendered both range receivers in the airplane inoperative.,Near Salt Lake City, Utah,Commercial,7.0,4.0,3.0,7.0,4.0,3.0,landing or taking off
"December 18, 1936",03:20,Northwest Orient Airlines,-,-,Lockheed 10 Electra,NC14935,-,0,"The mail plane crashed into Early Creek Ridge, 15 miles south of Kellogg, in a blizzard.",Kellogg, Idaho,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"December 19, 1936",20:47,Eastern Air Lines,14,"Miami, FL - Charleston, SC - Newark, NJ",Douglas DC-2-112,NC13732,1258,0,"Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position.  Improper dispatching for clearing the flight into an area of predicted bad weather, particularly when the area cleared through did not permit a safe return, and static conditions encountered which rendered reception of the radio range signals over the airplane's range receivers unintelligible.",Near Milford, Pennsylvania,Commercial,14.0,11.0,3.0,14.0,11.0,3.0,weather
"December 23, 1936",00:00,Braniff Airways,-,Test flight,Lockheed 10 Electra,NC14905,1018,0,After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..,Near Dallas, Texas,Commercial,6.0,4.0,2.0,6.0,4.0,2.0,engine failure
"December 26, 1936",00:00,China National Aviation Corporation,-,-,Douglas DC-2,NC14269,-,-,-,Nanking, China,Commercial,,,,,,,unknown
"December 27, 1936",19:38,United Air Lines,34,Oakland - San Francisco - Los Angeles,Boeing 247-D,NC13355,1737,0,"While on approach to Burbank Airport, the airliner crashed into Rice Canyon, just south of Newhall.  It was raining with poor visibility. The aircraft flew into a hill loosing its wings, continued without wings across Rice Canyon and struck against a rocky wall of a bluff and dropped over a hundred feet to the bottom of the canyon.  Error on the part of the pilot in attempting to fly through the Newhall pass at an altitude lower than the surrounding mountains without first determining by radio, the existing weather.",Newhall, California,Commercial,12.0,10.0,2.0,12.0,10.0,2.0,weather
"January 11, 1937",10:30,Mexicana,-,"Mexico City - Merida, Yucatan",Lockheed 10E Electra,X-ABEO,-,0,Crashed into a mountain side and burned in adverse weather.,Near Playa V icente Veracruz ,Mexico,Commercial,9.0,6.0,3.0,9.0,6.0,3.0,weather
"January 12, 1937",11:07,Western Air Express,7,Salt Lake City - Burbank,Boeing 247D,NC13315,1696,0,"The aircraft crashed into Pinetos Peak, 4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer, Martin Johnson, 52, killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital.",Near Newhall, California,Commercial,13.0,11.0,2.0,5.0,4.0,1.0,weather
"January 26, 1937",17:30,Sabena,-,Belgian Congo - Brussels,Sabca S-73,OO-AGR,-,0,The mail plane crashed while attempting to land.,Oran, Algeria,Commercial,12.0,8.0,4.0,12.0,8.0,4.0,landing or taking off
"February 09, 1937",20:50,United Air Lines,23,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,0,"The aircraft crashed into San Francisco Bay, approximately 2 miles offshore, while on approach. The accidental jamming of the elevator controls as the result of the co-pilot's microphone being inadvertently dropped and lodged between the elevator control column and the seat rail in such a way that the crew was unable to prevent rapid descent of the airplane. First accident involving a DC-3.",Off San Francisco, California,Commercial,11.0,9.0,2.0,11.0,9.0,2.0,unknown
"February 19, 1937",13:40,Airlines of Australia,-,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,0,Flying low to maintain visual contact with the ground the plane ran into down drafts that exceeded its ability to climb. The plane crashed and burned.,McPherson Ranges Queensland ,Australia,Commercial,7.0,5.0,2.0,5.0,3.0,2.0,unknown
"March 12, 1937",00:00,Deutsche Lufthansa,-,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,0,The German mail plane crashed into a swamp.,Bathurst, Gambia,Commercial,4.0,1.0,3.0,4.0,1.0,3.0,unknown
"March 24, 1937",14:00,Imperial Airways,-,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,S-818,0,Crashed into a mountainside in a snowstorm.,Near Ouroux, France,Commercial,6.0,1.0,5.0,5.0,1.0,4.0,weather
"March 25, 1937",18:40,Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,0,Crashed while attempting to land. Heavy icing which rendered the plane uncontrollable.,Clifton, Pennsylvania,Commercial,13.0,10.0,3.0,13.0,10.0,3.0,landing or taking off
"March 26, 1937",00:00,Deutsche Lufthansa,-,-,Junkers JU-52/3m,D-UPOZ,4207,0,Engine failure.,Wetnum, Germany,Commercial,6.0,4.0,2.0,2.0,2.0,0.0,engine failure
"May 06, 1937",19:25,Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,1,"The airship Hindenburg caught fire and burned while being moored at Lakehurst, New Jersey.  Possible causes were static discharge which ignited leaking hydrogen or sabotage. It has been theorized that a sudden turn just before landing caused a steel cable to snap which punctured one of the hydrogen airbags. Thereafter, when mooring ropes were dropped to the ground, the cage was discharged setting up a static discharge between the Hindenburg's outer skin and frame causing the hydrogen to ignite.",Lakehurst, New Jersey,Commercial,97.0,36.0,61.0,35.0,13.0,22.0,landing or taking off
"May 20, 1937",00:00,Deutsche Lufthansa,-,-,Heinkel He-70,D-UXUV,916,0,Crashed on takeoff.,Stuttgart, Germany,Commercial,4.0,2.0,2.0,4.0,2.0,2.0,unknown
"June 02, 1937",00:00,Linea Aerea Nacional de Chile,-,Puerto Montt - Magallanes,Sirkorsky S-43 (flying boat),-,-,0,Disappeared over the Sea of Chiloe,Chile,-,Commercial,9.0,,,9.0,,,unknown
"July 02, 1937",00:00,Private - Purdue Reasearch Foundation,-,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,0,"The plane disappeared while en route from  Lae to Howland Island. The aircraft had to be flown higher than expected due to storms which used extra fuel.  In addition, strong head winds were encountered.  The aircraft most likely ran out of fuel and ditched into the ocean 50 to 100 miles northwest of Howland Island. Amelia Earhart, 40, and navigator Fred Noonan, killed.",Off Lae, New Guinea,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,weather
"July 28, 1937",10:40,KLM Royal Dutch Airlines,-,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,1585,0,The aircraft crashed  into a potato field after possibly being struck by lightning and after an in-flight fire.,Hal, Belgium,Commercial,15.0,10.0,5.0,15.0,10.0,5.0,weather
"August 02, 1937",00:00,Ala Littoria,-,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,30014,0,"Crashed into a building on takeoff. The accident happened after the crew abandoned the approach and attempt an overshoot maneuver,",Wadi Halfa, Sudan,Commercial,9.0,5.0,4.0,9.0,5.0,4.0,unknown
"August 03, 1937",00:00,Pan American Grace Airways,-,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,4305,0,The flying boat plunged into the ocean 20 miles off of Cristobal. The plane probably struck the water at high speed and was destroyed by an immediate explosion and fire.,Off Cristobal, Panama,Commercial,14.0,11.0,3.0,14.0,11.0,3.0,unknown
"August 08, 1937",10:50,China National Aviation Corporation,-,Canton - Shanghi,Sikorsky S-43,NC16930,-,0,Forced to ditch into the sea due to bad weather. One wing broke off due to high waves and 8 passengers hung on to the remaining wing until rescued. The aircraft was named Chekiang.,Chilang Point Bias Bay ,China,Commercial,11.0,8.0,3.0,3.0,0.0,3.0,weather
"August 10, 1937",04:40,Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,NC-13739,1289,0,The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.,Daytona Beach, Florida,Commercial,9.0,7.0,2.0,4.0,2.0,2.0,landing or taking off
"August 23, 1937",00:00,Pan American Grace Airways,-,Mendosa - Cordoba,Douglas DC-2,NC14298,-,0,Crashed and burned in dense fog while enroute.,San Luis, Argentina,Commercial,3.0,0.0,3.0,3.0,0.0,3.0,weather
